task_name,case_id,split,image,label,image_exists,label_exists
Task01_BrainTumour,BRATS_050,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_050.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_050.nii.gz,1,1
Task01_BrainTumour,BRATS_021,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_021.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_021.nii.gz,1,1
Task01_BrainTumour,BRATS_296,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_296.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_296.nii.gz,1,1
Task01_BrainTumour,BRATS_121,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_121.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_121.nii.gz,1,1
Task01_BrainTumour,BRATS_396,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_396.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_396.nii.gz,1,1
Task01_BrainTumour,BRATS_288,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_288.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_288.nii.gz,1,1
Task01_BrainTumour,BRATS_388,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_388.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_388.nii.gz,1,1
Task01_BrainTumour,BRATS_042,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_042.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_042.nii.gz,1,1
Task01_BrainTumour,BRATS_142,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_142.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_142.nii.gz,1,1
Task01_BrainTumour,BRATS_017,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_017.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_017.nii.gz,1,1
Task01_BrainTumour,BRATS_117,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_117.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_117.nii.gz,1,1
Task01_BrainTumour,BRATS_009,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_009.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_009.nii.gz,1,1
Task01_BrainTumour,BRATS_109,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_109.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_109.nii.gz,1,1
Task01_BrainTumour,BRATS_074,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_074.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_074.nii.gz,1,1
Task01_BrainTumour,BRATS_174,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_174.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_174.nii.gz,1,1
Task01_BrainTumour,BRATS_105,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_105.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_105.nii.gz,1,1
Task01_BrainTumour,BRATS_005,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_005.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_005.nii.gz,1,1
Task01_BrainTumour,BRATS_178,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_178.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_178.nii.gz,1,1
Task01_BrainTumour,BRATS_078,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_078.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_078.nii.gz,1,1
Task01_BrainTumour,BRATS_480,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_480.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_480.nii.gz,1,1
Task01_BrainTumour,BRATS_166,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_166.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_166.nii.gz,1,1
Task01_BrainTumour,BRATS_066,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_066.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_066.nii.gz,1,1
Task01_BrainTumour,BRATS_040,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_040.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_040.nii.gz,1,1
Task01_BrainTumour,BRATS_140,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_140.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_140.nii.gz,1,1
Task01_BrainTumour,BRATS_023,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_023.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_023.nii.gz,1,1
Task01_BrainTumour,BRATS_294,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_294.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_294.nii.gz,1,1
Task01_BrainTumour,BRATS_123,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_123.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_123.nii.gz,1,1
Task01_BrainTumour,BRATS_394,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_394.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_394.nii.gz,1,1
Task01_BrainTumour,BRATS_398,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_398.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_398.nii.gz,1,1
Task01_BrainTumour,BRATS_298,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_298.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_298.nii.gz,1,1
Task01_BrainTumour,BRATS_152,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_152.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_152.nii.gz,1,1
Task01_BrainTumour,BRATS_052,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_052.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_052.nii.gz,1,1
Task01_BrainTumour,BRATS_386,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_386.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_386.nii.gz,1,1
Task01_BrainTumour,BRATS_131,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_131.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_131.nii.gz,1,1
Task01_BrainTumour,BRATS_286,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_286.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_286.nii.gz,1,1
Task01_BrainTumour,BRATS_031,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_031.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_031.nii.gz,1,1
Task01_BrainTumour,BRATS_119,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_119.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_119.nii.gz,1,1
Task01_BrainTumour,BRATS_019,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_019.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_019.nii.gz,1,1
Task01_BrainTumour,BRATS_482,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_482.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_482.nii.gz,1,1
Task01_BrainTumour,BRATS_164,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_164.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_164.nii.gz,1,1
Task01_BrainTumour,BRATS_064,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_064.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_064.nii.gz,1,1
Task01_BrainTumour,BRATS_107,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_107.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_107.nii.gz,1,1
Task01_BrainTumour,BRATS_007,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_007.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_007.nii.gz,1,1
Task01_BrainTumour,BRATS_076,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_076.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_076.nii.gz,1,1
Task01_BrainTumour,BRATS_176,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_176.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_176.nii.gz,1,1
Task01_BrainTumour,BRATS_015,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_015.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_015.nii.gz,1,1
Task01_BrainTumour,BRATS_115,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_115.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_115.nii.gz,1,1
Task01_BrainTumour,BRATS_068,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_068.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_068.nii.gz,1,1
Task01_BrainTumour,BRATS_168,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_168.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_168.nii.gz,1,1
Task01_BrainTumour,BRATS_208,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_208.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_208.nii.gz,1,1
Task01_BrainTumour,BRATS_308,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_308.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_308.nii.gz,1,1
Task01_BrainTumour,BRATS_459,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_459.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_459.nii.gz,1,1
Task01_BrainTumour,BRATS_275,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_275.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_275.nii.gz,1,1
Task01_BrainTumour,BRATS_375,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_375.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_375.nii.gz,1,1
Task01_BrainTumour,BRATS_424,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_424.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_424.nii.gz,1,1
Task01_BrainTumour,BRATS_216,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_216.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_216.nii.gz,1,1
Task01_BrainTumour,BRATS_316,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_316.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_316.nii.gz,1,1
Task01_BrainTumour,BRATS_447,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_447.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_447.nii.gz,1,1
Task01_BrainTumour,BRATS_436,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_436.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_436.nii.gz,1,1
Task01_BrainTumour,BRATS_367,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_367.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_367.nii.gz,1,1
Task01_BrainTumour,BRATS_267,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_267.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_267.nii.gz,1,1
Task01_BrainTumour,BRATS_455,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_455.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_455.nii.gz,1,1
Task01_BrainTumour,BRATS_304,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_304.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_304.nii.gz,1,1
Task01_BrainTumour,BRATS_204,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_204.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_204.nii.gz,1,1
Task01_BrainTumour,BRATS_428,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_428.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_428.nii.gz,1,1
Task01_BrainTumour,BRATS_379,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_379.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_379.nii.gz,1,1
Task01_BrainTumour,BRATS_279,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_279.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_279.nii.gz,1,1
Task01_BrainTumour,BRATS_351,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_351.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_351.nii.gz,1,1
Task01_BrainTumour,BRATS_400,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_400.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_400.nii.gz,1,1
Task01_BrainTumour,BRATS_251,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_251.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_251.nii.gz,1,1
Task01_BrainTumour,BRATS_332,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_332.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_332.nii.gz,1,1
Task01_BrainTumour,BRATS_463,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_463.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_463.nii.gz,1,1
Task01_BrainTumour,BRATS_185,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_185.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_185.nii.gz,1,1
Task01_BrainTumour,BRATS_232,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_232.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_232.nii.gz,1,1
Task01_BrainTumour,BRATS_085,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_085.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_085.nii.gz,1,1
Task01_BrainTumour,BRATS_089,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_089.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_089.nii.gz,1,1
Task01_BrainTumour,BRATS_189,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_189.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_189.nii.gz,1,1
Task01_BrainTumour,BRATS_243,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_243.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_243.nii.gz,1,1
Task01_BrainTumour,BRATS_412,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_412.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_412.nii.gz,1,1
Task01_BrainTumour,BRATS_343,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_343.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_343.nii.gz,1,1
Task01_BrainTumour,BRATS_097,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_097.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_097.nii.gz,1,1
Task01_BrainTumour,BRATS_220,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_220.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_220.nii.gz,1,1
Task01_BrainTumour,BRATS_197,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_197.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_197.nii.gz,1,1
Task01_BrainTumour,BRATS_471,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_471.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_471.nii.gz,1,1
Task01_BrainTumour,BRATS_320,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_320.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_320.nii.gz,1,1
Task01_BrainTumour,BRATS_072,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_072.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_072.nii.gz,1,1
Task01_BrainTumour,BRATS_172,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_172.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_172.nii.gz,1,1
Task01_BrainTumour,BRATS_011,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_011.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_011.nii.gz,1,1
Task01_BrainTumour,BRATS_111,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_111.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_111.nii.gz,1,1
Task01_BrainTumour,BRATS_160,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_160.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_160.nii.gz,1,1
Task01_BrainTumour,BRATS_060,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_060.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_060.nii.gz,1,1
Task01_BrainTumour,BRATS_103,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_103.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_103.nii.gz,1,1
Task01_BrainTumour,BRATS_003,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_003.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_003.nii.gz,1,1
Task01_BrainTumour,BRATS_156,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_156.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_156.nii.gz,1,1
Task01_BrainTumour,BRATS_056,train,data/raw/extracted/Task01_BrainTumour/imagesTr/BRATS_056.nii.gz,data/raw/extracted/Task01_BrainTumour/labelsTr/BRATS_056.nii.gz,1,1
